LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL
82243674032014112322363830900690,,Mecca Bingo Club,The Lanyard,TS24 0XS,706065050000,152,G,D2 General Assembly and Leisure plus Night Clubs and Theatres,2014-11-07,E06000001,E14000733,,2014-11-23,Mandatory issue (Marketed sale).,30,88,3,Natural Gas,,,,2848,48.82,29.17,85.47,148.51,No,,,4,Heating and Mechanical Ventilation,"Mecca Bingo Club, The Lanyard",Hartlepool,Hartlepool
82265030052013072412075607009330,,The Galleries,20-23 Middleton Grange Shopping Centre,TS24 7RS,304207430000,77,D,A1/A2 Retail and Financial/Professional services,2013-01-07,E06000001,E14000733,,2013-07-24,Mandatory issue (Non-marketed sale).,46,123,3,Grid Supplied Electricity,,,,517,53.24,49.02,130.72,81.63,No,,,4,Air Conditioning,"The Galleries, 20-23 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
82287960022013072415263078090360,,Unit 7,Middleton Grange Shopping Centre,TS24 7RR,679463850000,72,C,A1/A2 Retail and Financial/Professional services,2013-01-07,E06000001,E14000733,,2013-07-24,Mandatory issue (Non-marketed sale).,26,70,3,Grid Supplied Electricity,,,,93,78.92,41.5,110.66,113.17,No,,,4,Heating and Natural Ventilation,"Unit 7, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
82324060062013073112060555230630,,Quatro Mori,20-21 Church Street,TS24 7DH,354564570000,78,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2013-07-26,E06000001,E14000733,,2013-07-31,Mandatory issue (Property to let).,32,86,3,Natural Gas,,,,480,80.08,51.36,136.96,124.96,Yes,,1,4,Heating and Natural Ventilation,"Quatro Mori, 20-21 Church Street",Hartlepool,Hartlepool
82516140022013073114020403090340,,Central Mall,Middleton Grange Shopping Centre,TS24 7RZ,405646360000,81,D,A1/A2 Retail and Financial/Professional services,2013-01-07,E06000001,E14000733,,2013-07-31,Mandatory issue (Non-marketed sale).,23,62,3,Natural Gas,,,,8433,21.04,9.74,25.98,34.04,No,,,4,Heating and Natural Ventilation,"Central Mall, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
80698963052013061108180702009324,,C F Tiling,3 Lower Oxford Street,TS25 1PT,340032920000,87,D,A1/A2 Retail and Financial/Professional services,2013-06-06,E06000001,E14000733,,2013-06-11,Mandatory issue (Non-marketed sale).,26,70,3,Grid Supplied Electricity,,,,190,86.64,45.52,121.39,151.56,No,,,4,Heating and Mechanical Ventilation,"C F Tiling, 3 Lower Oxford Street",Hartlepool,Hartlepool
76753290062013022617562877920851,UNITS A AND B,Floyd Taylor Motors Ltd,Usworth Road,TS25 1PD,571698780001,61,C,B1 Offices and Workshop businesses,2013-02-18,E06000001,E14000733,,2013-02-26,Mandatory issue (Property to let).,24,63,3,Natural Gas,,,,149,34.61,16.27,43.4,42.41,No,,,4,Heating and Natural Ventilation,"UNITS A AND B, Floyd Taylor Motors Ltd, Usworth Road",Hartlepool,Hartlepool
76977880062013040822150308070220,,Unit 18a,Prospect Way,TS25 1UD,204780850000,104,E,B2 to B7 General Industrial and Special Industrial Groups,2013-03-02,E06000001,E14000733,,2013-04-08,Mandatory issue (Property to let).,26,69,4,Natural Gas,,,,553,51.7,26.63,71,107.25,No,,,4,Heating and Natural Ventilation,"Unit 18a, Prospect Way",Hartlepool,Hartlepool
77185143052013030709164402009999,,J & J Hire,Whitburn Street,TS24 7QR,999332890000,221,G,B1 Offices and Workshop businesses,2013-03-04,E06000001,E14000733,,2013-03-07,Mandatory issue (Marketed sale).,58,154,3,Grid Supplied Electricity,,,,180,21.44,24.72,65.91,94.92,No,,,4,Heating and Mechanical Ventilation,"J & J Hire, Whitburn Street",Hartlepool,Hartlepool
77314770952013031109022002009952,,"251, Raby Road",,TS24 8EH,923902150000,187,G,A1/A2 Retail and Financial/Professional services,2013-02-13,E06000001,E14000733,,2013-03-11,Mandatory issue (Property to let).,32,85,3,Grid Supplied Electricity,,,,26,62.93,40.31,107.51,235.74,No,,,4,Heating and Natural Ventilation,"251, Raby Road",Hartlepool,Hartlepool
77619590922014111119591917990060,,Map Hardwoods Ltd,"Unit 13, Tofts Farm Industrial Estate East, Brenda Road",TS25 2BS,615996700000,84,D,B2 to B7 General Industrial and Special Industrial Groups,2014-11-10,E06000001,E14000733,,2014-11-11,Mandatory issue (Property to let).,25,72,3,Natural Gas,,,,1683,47.49,23.36,68.45,79.71,No,,,4,Heating and Natural Ventilation,"Map Hardwoods Ltd, Unit 13, Tofts Farm Industrial Estate East, Brenda Road",Hartlepool,Hartlepool
77916070242013032608370682000970,,Chips,72 Park Road,TS26 9HU,923877080000,56,C,A1/A2 Retail and Financial/Professional services,2013-03-12,E06000001,E14000733,,2013-03-26,Mandatory issue (Property to let).,25,67,3,Grid Supplied Electricity,,,,54,75.81,38.17,101.77,84.29,No,,,4,Heating and Natural Ventilation,"Chips, 72 Park Road",Hartlepool,Hartlepool
83177217052013082110254002009735,,Woodstock,226 York Road,TS26 9EB,751872030000,64,C,A1/A2 Retail and Financial/Professional services,2013-08-09,E06000001,E14000733,,2013-08-21,Mandatory issue (Property to let).,23,62,3,Grid Supplied Electricity,,,,76,78.76,36.88,98.33,101.09,No,,,4,Heating and Natural Ventilation,"Woodstock, 226 York Road",Hartlepool,Hartlepool
79431476952013051419070002009979,,46-46a Lister Street,,TS26 9LF,995962970000,79,D,A1/A2 Retail and Financial/Professional services,2013-05-13,E06000001,E14000733,,2013-05-14,Mandatory issue (Marketed sale).,30,81,3,Natural Gas,,,,136,48.88,29.73,79.28,77.35,No,,,4,Heating and Natural Ventilation,46-46a Lister Street,Hartlepool,Hartlepool
79509620442013051209531858600050,,Unit 9,Newburn Bridge Industrial Estate,TS25 1TZ,540672650000,125,E,B1 Offices and Workshop businesses,2013-05-08,E06000001,E14000733,,2013-05-12,Mandatory issue (Property to let).,33,89,3,Natural Gas,,,,49,27.51,18.41,49.1,68.81,No,,,4,Heating and Natural Ventilation,"Unit 9, Newburn Bridge Industrial Estate",Hartlepool,Hartlepool
7592688952009050922071001900978,,Stadium Group Plc,"Stephen House, Brenda Road, Tofts Farm Industrial Estate West",TS25 2BQ,988981070000,115,E,Warehouse and storage,2008-12-18,E06000001,E14000733,Hartlepool (B),2009-05-09,,39,79,4,Natural Gas,,,,11986,,,,,,,,,Heating and Natural Ventilation,"Stadium Group Plc, Stephen House, Brenda Road, Tofts Farm Industrial Estate West",Hartlepool,Hartlepool
76376725912013021907543606009551,,Mollys,83 York Road,TS26 8AQ,516056450000,84,D,A1/A2 Retail and Financial/Professional services,2013-02-12,E06000001,E14000733,,2013-02-19,Mandatory issue (Marketed sale).,27,73,3,Natural Gas,,,,75,49.1,26.75,71.33,82.67,No,,,4,Heating and Natural Ventilation,"Mollys, 83 York Road",Hartlepool,Hartlepool
78154935252013040417193107009681,,Unit H,Middleton Grange Shopping Centre,TS24 7RR,611157880000,111,E,A1/A2 Retail and Financial/Professional services,2013-03-27,E06000001,E14000733,,2013-04-04,Mandatory issue (Marketed sale).,30,79,4,Grid Supplied Electricity,,,,435,45.01,26.68,71.16,100.2,No,,,4,Heating and Mechanical Ventilation,"Unit H, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
58732240202012012411133787400990,,55 Church Street,,TS24 7DX,827504480000,84,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-01-13,E06000001,E14000733,,2012-01-24,Mandatory issue (Property to let).,33,87,3,Natural Gas,,,,212,52.94,34.69,92.52,88.91,No,,,4,Heating and Natural Ventilation,55 Church Street,Hartlepool,Hartlepool
59041640442012013116445716200290,,Haani Cables,"Tofts Farm Industrial Estate East, Brenda Road",TS25 2BS,442754210000,70,C,B2 to B7 General Industrial and Special Industrial Groups,2012-01-26,E06000001,E14000733,,2012-01-31,Mandatory issue (Marketed sale).,20,52,3,Natural Gas,,,,7824,48.68,19.11,50.97,67.81,No,,,4,Heating and Natural Ventilation,"Haani Cables, Tofts Farm Industrial Estate East, Brenda Road",Hartlepool,Hartlepool
59615650702018042515560293200940,,Sainsburys Supermarkets Ltd,"Unit 3 Middle Warren Local Centre, Mulberry Rise",TS26 0BF,177985290000,49,B,A1/A2 Retail and Financial/Professional services,2018-04-17,E06000001,E14000733,,2018-04-25,Mandatory issue (Property to let).,25,73,3,Grid Supplied Electricity,,,,748,99.07,49.36,144.64,97.23,No,,,4,Heating and Mechanical Ventilation,"Sainsburys Supermarkets Ltd, Unit 3 Middle Warren Local Centre, Mulberry Rise",Hartlepool,Hartlepool
47868560902011042115005187800070,,Unit 9b,Parkview East Industrial Estate,TS25 1PG,590066880000,114,E,Warehouse and storage,2011-03-03,E06000001,E14000733,,2011-04-21,Mandatory issue (Marketed sale).,43,90,3,Natural Gas,,,,653,26.97,23.4,48.64,61.67,No,,,4,Heating and Natural Ventilation,"Unit 9b, Parkview East Industrial Estate",Hartlepool,Hartlepool
48537460062011032312415951270980,,12-14 The Front,,TS25 1BS,857266120000,131,F,Sports centre/leisure centre,2011-03-21,E06000001,E14000733,,2011-03-23,Mandatory issue (Non-marketed sale).,50,100,3,Natural Gas,,,,1651,34.26,34.13,68.65,89.99,Yes,,1,4,Heating and Mechanical Ventilation,12-14 The Front,Hartlepool,Hartlepool
49140991052011050316412402000884,,York Hotel,185-187 York Road,TS26 9EE,849212580000,80,D,C1 Hotels,2008-01-01,E06000001,E14000733,Hartlepool (B),2011-05-03,Mandatory issue (Marketed sale).,59,157,3,Natural Gas,,,,465,85.42,100.45,267.86,136.78,No,,,4,Heating and Natural Ventilation,"York Hotel, 185-187 York Road",Hartlepool,Hartlepool
62921570952012041411463407009458,,Bull & Dog,8 High Street,TS25 2EN,488907450000,87,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-03-13,E06000001,E14000733,,2012-04-14,Mandatory issue (Non-marketed sale).,30,79,3,Natural Gas,,,,90,125.39,74.54,198.77,217.62,No,,,4,Heating and Natural Ventilation,"Bull & Dog, 8 High Street",Hartlepool,Hartlepool
63101230002012041806051939200940,,"20-21, Church Street",,TS24 7DH,806483230000,64,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-04-11,E06000001,E14000733,,2012-04-18,Mandatory issue (Marketed sale).,35,94,3,Natural Gas,,,,503,79.58,56.01,149.37,101.43,Yes,,1,5,Heating and Natural Ventilation,"20-21, Church Street",Hartlepool,Hartlepool
55954610242011103117133276009200,,156 Grange Road,,TS26 8LU,827921070000,96,D,B1 Offices and Workshop businesses,2011-10-26,E06000001,E14000733,,2011-10-31,Mandatory issue (Marketed sale).,31,82,3,Natural Gas,,,,261,35.77,21.94,58.51,68.93,No,,,4,Heating and Natural Ventilation,156 Grange Road,Hartlepool,Hartlepool
56020600742011102813275944509200,,The Carphone Warehouse,"Unit G, Middleton Grange Shopping Centre",TS24 7RR,175720540000,108,E,A1/A2 Retail and Financial/Professional services,2011-10-24,E06000001,E14000733,,2011-10-28,Mandatory issue (Property to let).,45,119,3,Grid Supplied Electricity,,,,199,77.89,69.57,185.51,168.73,Yes,5,,4,Heating and Mechanical Ventilation,"The Carphone Warehouse, Unit G, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
56024170922011102816444895200420,,"112, Middleton Grange Shopping Centre",,TS24 7RJ,294675550000,76,D,A1/A2 Retail and Financial/Professional services,2011-10-24,E06000001,E14000733,,2011-10-28,Mandatory issue (Property to let).,31,83,3,Grid Supplied Electricity,,,,129,55.66,34.51,92.02,84.89,No,,,4,Heating and Natural Ventilation,"112, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
56814970302011112221055841309090,,Unit 11b,Middleton Grange Shopping Centre,TS24 7RS,936937340000,70,C,A1/A2 Retail and Financial/Professional services,2011-11-09,E06000001,E14000733,,2011-11-22,Mandatory issue (Property to let).,29,77,3,Grid Supplied Electricity,,,,114,47.07,27.07,72.17,66.35,Yes,,3,5,Air Conditioning,"Unit 11b, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
56816990602012031323002187900970,,The Croft Cafe & Bread Shop,15-17 Northgate,TS24 0JT,967769980000,73,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-03-13,E06000001,E14000733,,2012-03-13,Mandatory issue (Marketed sale).,32,85,3,Natural Gas,,,,137,128.84,82.44,219.84,188.92,No,,,4,Heating and Natural Ventilation,"The Croft Cafe & Bread Shop, 15-17 Northgate",Hartlepool,Hartlepool
56878580962011112315212664090110,,"30, Middleton Grange Shopping Centre",,TS24 7RY,167589430000,34,B,A1/A2 Retail and Financial/Professional services,2011-11-09,E06000001,E14000733,,2011-11-23,Mandatory issue (Property to let).,29,78,3,Other,,,,224,52.75,31.01,82.7,35.54,No,,,4,Unconditioned,"30, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
57006557912011112511174604909928,,Unit 174b,Middleton Grange Shopping Centre,TS24 7RZ,981974620000,64,C,A1/A2 Retail and Financial/Professional services,2011-11-15,E06000001,E14000733,,2011-11-25,Mandatory issue (Property to let).,39,103,3,Grid Supplied Electricity,,,,41,66.98,51.97,138.58,85.51,Yes,4,,4,Air Conditioning,"Unit 174b, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
57073180202011112910024504509990,,Paperbox,135 Middleton Grange Shopping Centre,TS24 7RD,820118500000,58,C,A1/A2 Retail and Financial/Professional services,2011-11-14,E06000001,E14000733,,2011-11-29,Mandatory issue (Property to let).,31,82,3,Other,,,,322,70.45,43.34,115.58,81.79,No,,,4,Unconditioned,"Paperbox, 135 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
57098746952011112913561102909357,,"12, Middleton Grange Shopping Centre",,TS24 7RS,370062050000,77,D,A1/A2 Retail and Financial/Professional services,2011-11-14,E06000001,E14000733,,2011-11-29,Mandatory issue (Property to let).,32,84,3,Grid Supplied Electricity,,,,242,68.42,43.23,115.28,105.6,Yes,,3,5,Air Conditioning,"12, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
61371680442012032017013257700970,,Bon Marche,"Unit J, Middleton Grange Shopping Centre",TS24 7RR,344338750000,75,C,A1/A2 Retail and Financial/Professional services,2012-03-13,E06000001,E14000733,,2012-03-20,Mandatory issue (Property to let).,30,80,3,Grid Supplied Electricity,,,,320,58.6,35.35,94.28,88.16,Yes,23,,5,Air Conditioning,"Bon Marche, Unit J, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
57581860602011121314531079109990,,Douglas Hotel,2 Grange Road,TS26 8JA,765976170000,82,D,C1 Hotels,2011-11-11,E06000001,E14000733,,2011-12-13,Mandatory issue (Marketed sale).,37,99,3,Natural Gas,,,,529,92.87,69.12,184.32,151.7,No,,,4,Heating and Natural Ventilation,"Douglas Hotel, 2 Grange Road",Hartlepool,Hartlepool
57792300842011122008442763909920,,Sahota,46 Owton Manor Lane,TS25 3AU,383170960000,65,C,A1/A2 Retail and Financial/Professional services,2011-12-17,E06000001,E14000733,,2011-12-20,Mandatory issue (Marketed sale).,28,75,3,Grid Supplied Electricity,,,,136,72.06,40.55,108.12,94.34,Yes,,1,4,Air Conditioning,"Sahota, 46 Owton Manor Lane",Hartlepool,Hartlepool
55230309252011112816531803009100,,Dyke House Sports and Technology College,Mapleton Road,TS24 8NQ,100293100000,55,C,D1 Non-residential Institutions - Education,2011-09-20,E06000001,E14000733,,2011-11-28,Mandatory issue (Property on construction).,33,87,5,Biogas,,,,11102,26.7,17.44,46.5,29.21,Yes,,2,5,Heating and Mechanical Ventilation,"Dyke House Sports and Technology College, Mapleton Road",Hartlepool,Hartlepool
55231376052011100510392501909152,,Unit 1 Workshop,Bertha Street,TS24 7LQ,129361450000,91,D,B1 Offices and Workshop businesses,2011-10-03,E06000001,E14000733,,2011-10-05,Mandatory issue (Non-marketed sale).,29,77,3,Grid Supplied Electricity,,,,89,29.01,16.84,44.9,52.65,No,,,4,Heating and Natural Ventilation,"Unit 1 Workshop, Bertha Street",Hartlepool,Hartlepool
55240190142011100512152577609000,,Unit 4 Workshop,Bertha Street,TS24 7LQ,313969670000,83,D,B1 Offices and Workshop businesses,2011-10-03,E06000001,E14000733,,2011-10-05,Mandatory issue (Non-marketed sale).,30,81,3,Grid Supplied Electricity,,,,88,27.54,16.79,44.76,45.72,No,,,4,Heating and Natural Ventilation,"Unit 4 Workshop, Bertha Street",Hartlepool,Hartlepool
55621669032011101709082371900492,,Crown Buildings,Avenue Road,TS24 8RZ,629144170000,136,F,B1 Offices and Workshop businesses,2011-10-13,E06000001,E14000733,,2011-10-17,Mandatory issue (Property to let).,33,89,3,Natural Gas,,,,231,34.12,22.82,60.84,93.1,No,,,4,Heating and Natural Ventilation,"Crown Buildings, Avenue Road",Hartlepool,Hartlepool
57322001752016070812021803009583,,North East Co-operative Society,Elwick Road,TS26 9AW,532013180000,57,C,A1/A2 Retail and Financial/Professional services,2016-06-30,E06000001,E14000733,,2016-07-08,Mandatory issue (Non-marketed sale).,27,78,3,Grid Supplied Electricity,,,,302,52.7,28.12,82.41,60.32,Yes,,1,4,Air Conditioning,"North East Co-operative Society, Elwick Road",Hartlepool,Hartlepool
63346992032012042315490162000793,,Clinton Cards Plc,142-143 Middleton Grange Shopping Centre,TS24 7RD,931270380000,117,E,A1/A2 Retail and Financial/Professional services,2012-04-16,E06000001,E14000733,,2012-04-23,Mandatory issue (Property to let).,31,83,3,Other,,,,640,34.35,21.34,56.9,80.42,No,,,4,Unconditioned,"Clinton Cards Plc, 142-143 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
69909823212012083120465505009748,,Powlett News,2 Powlett Road,TS24 8LZ,781835940000,118,E,A1/A2 Retail and Financial/Professional services,2012-08-22,E06000001,E14000733,,2012-08-31,Mandatory issue (Marketed sale).,32,86,3,Natural Gas,,,,293,34.16,22.14,59.04,80.95,No,,,4,Heating and Natural Ventilation,"Powlett News, 2 Powlett Road",Hartlepool,Hartlepool
73698937012012120307471006909133,,Unit 3,George Shields Industrial Estate,TS24 7LQ,138176030000,194,G,B1 Offices and Workshop businesses,2012-11-07,E06000001,E14000733,,2012-12-03,Mandatory issue (Marketed sale).,59,158,3,Grid Supplied Electricity,,,,311,19.73,23.41,62.43,76.44,No,,,4,Heating and Natural Ventilation,"Unit 3, George Shields Industrial Estate",Hartlepool,Hartlepool
73724860342018072317123596920930,STORAGE WAREHOUSE FORMER,Expamet Building Products Ltd,"Longhill Industrial Estate, Greatham Street",TS25 1PU,635126990002,54,C,B8 Storage or Distribution,2018-07-16,E06000001,E14000733,,2018-07-23,Mandatory issue (Property to let).,22,65,3,Other,,,,935,27.64,12.23,35.84,29.9,No,,,4,Unconditioned,"STORAGE WAREHOUSE FORMER, Expamet Building Products Ltd, Longhill Industrial Estate, Greatham Street",Hartlepool,Hartlepool
73724962952018072317072406039693,WORKSHOP,Expamet Building Products Ltd,"Longhill Industrial Estate, Greatham Street",TS25 1PU,635126990003,64,C,B8 Storage or Distribution,2018-07-16,E06000001,E14000733,,2018-07-23,Mandatory issue (Property to let).,21,63,3,Grid Supplied Electricity,,,,7435,28.41,12.18,35.68,36.54,Yes,,3,5,Air Conditioning,"WORKSHOP, Expamet Building Products Ltd, Longhill Industrial Estate, Greatham Street",Hartlepool,Hartlepool
74538954032014042419112960000799,,Housing Hartlepool,"Greenbank, Waldon Street",TS24 7QS,592070170000,86,D,B1 Offices and Workshop businesses,2014-04-16,E06000001,E14000733,,2014-04-24,Mandatory issue (Marketed sale).,27,72,3,District Heating,,,,2023,33.56,18.09,48.23,57.67,Yes,,3,5,Heating and Natural Ventilation,"Housing Hartlepool, Greenbank, Waldon Street",Hartlepool,Hartlepool
74654550962013010714442450720951,GARAGE/WORKSHOP HUDSON TAXIS,Hudson Taxis,132 Whitby Street South,TS24 7LP,557152020001,130,F,B1 Offices and Workshop businesses,2012-12-31,E06000001,E14000733,,2013-01-07,Mandatory issue (Marketed sale).,20,54,3,Grid Supplied Electricity,,,,240,15.67,6.4,17.07,40.8,No,,,4,Heating and Natural Ventilation,"GARAGE/WORKSHOP HUDSON TAXIS, Hudson Taxis, 132 Whitby Street South",Hartlepool,Hartlepool
70455905212012091708315406009671,,Unit 14,Atkinson Industrial Estate,TS25 1RH,611956570000,247,G,B1 Offices and Workshop businesses,2012-08-20,E06000001,E14000733,,2012-09-17,Mandatory issue (Property to let).,75,201,3,Grid Supplied Electricity,,,,78,10.87,16.38,43.69,53.64,No,,,4,Heating and Natural Ventilation,"Unit 14, Atkinson Industrial Estate",Hartlepool,Hartlepool
70969362032012092612061349000197,,Hartlepool Mail,"New Clarence House, Wesley Square",TS24 8BX,678914190000,81,D,B1 Offices and Workshop businesses,2012-09-14,E06000001,E14000733,,2012-09-26,Mandatory issue (Marketed sale).,30,80,3,Natural Gas,,,,2263,24.49,14.64,39.03,39.86,No,,,4,Heating and Natural Ventilation,"Hartlepool Mail, New Clarence House, Wesley Square",Hartlepool,Hartlepool
71290690022012100316441334980490,,163 York Road,,TS26 9EQ,932999460000,60,C,A1/A2 Retail and Financial/Professional services,2012-08-14,E06000001,E14000733,,2012-10-03,Mandatory issue (Property to let).,28,74,3,Natural Gas,,,,107,42.79,23.71,63.22,51.27,No,,,4,Heating and Natural Ventilation,163 York Road,Hartlepool,Hartlepool
71365340102012100514395301100910,,Little Characters,170 York Road,TS26 9EA,419754100000,134,F,A1/A2 Retail and Financial/Professional services,2012-09-19,E06000001,E14000733,,2012-10-05,Mandatory issue (Property to let).,30,81,3,Grid Supplied Electricity,,,,68,74.54,45.04,120.11,200.21,No,,,4,Heating and Natural Ventilation,"Little Characters, 170 York Road",Hartlepool,Hartlepool
66340718032018090312584732000999,,Iceland Foods Plc,29 Middleton Grange Shopping Centre,TS24 7RY,199299330000,86,D,A1/A2 Retail and Financial/Professional services,2018-07-27,E06000001,E14000733,,2018-09-03,Mandatory issue (Property to let).,37,107,4,Grid Supplied Electricity,,,,797,78.86,57.75,169.23,136.33,No,,,4,Air Conditioning,"Iceland Foods Plc, 29 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
66365568052012061513100505009598,,Home Blinds,52 Middleton Grange Shopping Centre,TS24 7RX,588685090000,89,D,A1/A2 Retail and Financial/Professional services,2012-06-06,E06000001,E14000733,,2012-06-15,Mandatory issue (Property to let).,27,72,3,Grid Supplied Electricity,,,,36,75.87,41.22,109.91,135.35,No,,,4,Heating and Natural Ventilation,"Home Blinds, 52 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
66388870342012061515150066700060,,99 Middleton Grange Shopping Centre,,TS24 7RF,937457760000,188,G,A1/A2 Retail and Financial/Professional services,2012-06-06,E06000001,E14000733,,2012-06-15,Mandatory issue (Property to let).,51,136,3,Other,,,,58,21.12,21.51,57.35,79.34,No,,,4,Unconditioned,99 Middleton Grange Shopping Centre,Hartlepool,Hartlepool
68129939012012072008305302019996,SECOND FLOOR,Palmers Hair & Beauty,212 York Road,TS26 9EB,968592290001,246,G,A1/A2 Retail and Financial/Professional services,2012-07-07,E06000001,E14000733,,2012-07-20,Mandatory issue (Property to let).,28,75,3,Grid Supplied Electricity,,,,40,41.18,23.26,62.02,202.29,No,,,4,Heating and Natural Ventilation,"SECOND FLOOR, Palmers Hair & Beauty, 212 York Road",Hartlepool,Hartlepool
6825090962008121917365822920130,,The Tavern,56 Church Street,TS24 7DX,327490230000,110,E,Office,2008-12-19,E06000001,E14000733,Hartlepool (B),2008-12-19,,38,62,3,Natural Gas,,,,228,,,,,,,,,Heating and Natural Ventilation,"The Tavern, 56 Church Street",Hartlepool,Hartlepool
68314992032012072617013801000590,,406 Catcote Road,,TS25 2LS,907153260000,49,B,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-07-20,E06000001,E14000733,,2012-07-26,Mandatory issue (Property to let).,23,61,3,Natural Gas,,,,116,97.05,44.33,118.22,95.78,No,,,4,Heating and Mechanical Ventilation,406 Catcote Road,Hartlepool,Hartlepool
63709370022012042716030762240030,,36-40 Avenue Road,,TS24 8AT,368370220000,99,D,A1/A2 Retail and Financial/Professional services,2012-04-20,E06000001,E14000733,,2012-04-27,Mandatory issue (Marketed sale).,29,77,3,Natural Gas,,,,534,36.8,21.17,56.45,72.79,No,,,4,Heating and Natural Ventilation,36-40 Avenue Road,Hartlepool,Hartlepool
64227315952012050713514703009325,,"Units 7,8,9",Tees Bay Retail Park,TS25 1XJ,359653720000,67,C,A1/A2 Retail and Financial/Professional services,2012-04-19,E06000001,E14000733,,2012-05-07,Mandatory issue (Marketed sale).,18,48,3,Grid Supplied Electricity,,,,3675,83.96,29.97,79.92,112.99,No,,,4,Heating and Natural Ventilation,"Units 7,8,9, Tees Bay Retail Park",Hartlepool,Hartlepool
72004932032012102211101282900194,,"3, Osborne Road",,TS26 9EW,344218380000,95,D,A1/A2 Retail and Financial/Professional services,2012-10-18,E06000001,E14000733,,2012-10-22,Mandatory issue (Property to let).,33,89,3,Grid Supplied Electricity,,,,45,88.93,59.11,157.62,168.42,Yes,,1,4,Air Conditioning,"3, Osborne Road",Hartlepool,Hartlepool
72547900962012110712515923090590,,94a Middleton Grange Shopping Centre,,TS24 7RW,920307380000,100,D,A1/A2 Retail and Financial/Professional services,2012-11-05,E06000001,E14000733,,2012-11-07,Mandatory issue (Marketed sale).,30,80,3,Grid Supplied Electricity,,,,666,57.57,34.66,92.41,115.34,Yes,,1,4,Air Conditioning,94a Middleton Grange Shopping Centre,Hartlepool,Hartlepool
72686608752012110612085200909767,,113 Raby Road,,TS24 8DT,771780960000,139,F,A1/A2 Retail and Financial/Professional services,2012-10-30,E06000001,E14000733,,2012-11-06,Mandatory issue (Property to let).,23,61,3,Natural Gas,,,,71,63.65,29.3,78.14,177.11,No,,,4,Heating and Natural Ventilation,113 Raby Road,Hartlepool,Hartlepool
64898799212018083111104405009978,,The King Johns Tavern,1 South Road,TS26 9HD,984095470000,100,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2018-08-21,E06000001,E14000733,,2018-08-31,Mandatory issue (Marketed sale).,34,101,4,Grid Supplied Electricity,,,,681,87.02,59.84,175.35,174.24,No,,,4,Air Conditioning,"The King Johns Tavern, 1 South Road",Hartlepool,Hartlepool
65262791212012052312080304009610,,Shell Warren,Easington Road,TS24 9AG,604314910000,102,E,A1/A2 Retail and Financial/Professional services,2012-04-21,E06000001,E14000733,,2012-05-23,Mandatory issue (Marketed sale).,34,91,4,Grid Supplied Electricity,,,,80,58.35,39.85,106.26,118.47,Yes,,2,5,Heating and Natural Ventilation,"Shell Warren, Easington Road",Hartlepool,Hartlepool
